file,key,bpm,mood,title,seed,prompt,init_loop,init_path
sig45_warm__seed7.wav,,,σ0.45/warm,warm,7,cKz! Cascade A#min 146 bpm warm @crushed_keyz,REFERENCE: 02_Cascade_A#min__s60__seed7.wav,/Users/mikemcgovern/stable-audio-3/sweep_rater/campaigns/init_harvest_floor/02_Cascade_A#min__s60__seed7.wav
sig45_warm__seed123.wav,,,σ0.45/warm,warm,123,cKz! Cascade A#min 146 bpm warm @crushed_keyz,REFERENCE: 02_Cascade_A#min__s60__seed7.wav,/Users/mikemcgovern/stable-audio-3/sweep_rater/campaigns/init_harvest_floor/02_Cascade_A#min__s60__seed7.wav
sig45_gritty__seed7.wav,,,σ0.45/gritty,gritty,7,cKz! Cascade A#min 146 bpm gritty @crushed_keyz,REFERENCE: 02_Cascade_A#min__s60__seed7.wav,/Users/mikemcgovern/stable-audio-3/sweep_rater/campaigns/init_harvest_floor/02_Cascade_A#min__s60__seed7.wav
sig45_gritty__seed123.wav,,,σ0.45/gritty,gritty,123,cKz! Cascade A#min 146 bpm gritty @crushed_keyz,REFERENCE: 02_Cascade_A#min__s60__seed7.wav,/Users/mikemcgovern/stable-audio-3/sweep_rater/campaigns/init_harvest_floor/02_Cascade_A#min__s60__seed7.wav
sig45_lush__seed7.wav,,,σ0.45/lush,lush,7,cKz! Cascade A#min 146 bpm lush @crushed_keyz,REFERENCE: 02_Cascade_A#min__s60__seed7.wav,/Users/mikemcgovern/stable-audio-3/sweep_rater/campaigns/init_harvest_floor/02_Cascade_A#min__s60__seed7.wav
sig45_lush__seed123.wav,,,σ0.45/lush,lush,123,cKz! Cascade A#min 146 bpm lush @crushed_keyz,REFERENCE: 02_Cascade_A#min__s60__seed7.wav,/Users/mikemcgovern/stable-audio-3/sweep_rater/campaigns/init_harvest_floor/02_Cascade_A#min__s60__seed7.wav
sig60_plain__seed7.wav,,,σ0.6/plain,plain,7,cKz! Cascade A#min 146 bpm @crushed_keyz,REFERENCE: 02_Cascade_A#min__s60__seed7.wav,/Users/mikemcgovern/stable-audio-3/sweep_rater/campaigns/init_harvest_floor/02_Cascade_A#min__s60__seed7.wav
sig60_plain__seed123.wav,,,σ0.6/plain,plain,123,cKz! Cascade A#min 146 bpm @crushed_keyz,REFERENCE: 02_Cascade_A#min__s60__seed7.wav,/Users/mikemcgovern/stable-audio-3/sweep_rater/campaigns/init_harvest_floor/02_Cascade_A#min__s60__seed7.wav
sig60_dark__seed7.wav,,,σ0.6/dark,dark,7,cKz! Cascade A#min 146 bpm dark @crushed_keyz,REFERENCE: 02_Cascade_A#min__s60__seed7.wav,/Users/mikemcgovern/stable-audio-3/sweep_rater/campaigns/init_harvest_floor/02_Cascade_A#min__s60__seed7.wav
sig60_dark__seed123.wav,,,σ0.6/dark,dark,123,cKz! Cascade A#min 146 bpm dark @crushed_keyz,REFERENCE: 02_Cascade_A#min__s60__seed7.wav,/Users/mikemcgovern/stable-audio-3/sweep_rater/campaigns/init_harvest_floor/02_Cascade_A#min__s60__seed7.wav
sig60_bright__seed7.wav,,,σ0.6/bright,bright,7,cKz! Cascade A#min 146 bpm bright @crushed_keyz,REFERENCE: 02_Cascade_A#min__s60__seed7.wav,/Users/mikemcgovern/stable-audio-3/sweep_rater/campaigns/init_harvest_floor/02_Cascade_A#min__s60__seed7.wav
sig60_bright__seed123.wav,,,σ0.6/bright,bright,123,cKz! Cascade A#min 146 bpm bright @crushed_keyz,REFERENCE: 02_Cascade_A#min__s60__seed7.wav,/Users/mikemcgovern/stable-audio-3/sweep_rater/campaigns/init_harvest_floor/02_Cascade_A#min__s60__seed7.wav
sig60_warm__seed7.wav,,,σ0.6/warm,warm,7,cKz! Cascade A#min 146 bpm warm @crushed_keyz,REFERENCE: 02_Cascade_A#min__s60__seed7.wav,/Users/mikemcgovern/stable-audio-3/sweep_rater/campaigns/init_harvest_floor/02_Cascade_A#min__s60__seed7.wav
sig60_warm__seed123.wav,,,σ0.6/warm,warm,123,cKz! Cascade A#min 146 bpm warm @crushed_keyz,REFERENCE: 02_Cascade_A#min__s60__seed7.wav,/Users/mikemcgovern/stable-audio-3/sweep_rater/campaigns/init_harvest_floor/02_Cascade_A#min__s60__seed7.wav
sig60_gritty__seed7.wav,,,σ0.6/gritty,gritty,7,cKz! Cascade A#min 146 bpm gritty @crushed_keyz,REFERENCE: 02_Cascade_A#min__s60__seed7.wav,/Users/mikemcgovern/stable-audio-3/sweep_rater/campaigns/init_harvest_floor/02_Cascade_A#min__s60__seed7.wav
sig60_gritty__seed123.wav,,,σ0.6/gritty,gritty,123,cKz! Cascade A#min 146 bpm gritty @crushed_keyz,REFERENCE: 02_Cascade_A#min__s60__seed7.wav,/Users/mikemcgovern/stable-audio-3/sweep_rater/campaigns/init_harvest_floor/02_Cascade_A#min__s60__seed7.wav
sig60_lush__seed7.wav,,,σ0.6/lush,lush,7,cKz! Cascade A#min 146 bpm lush @crushed_keyz,REFERENCE: 02_Cascade_A#min__s60__seed7.wav,/Users/mikemcgovern/stable-audio-3/sweep_rater/campaigns/init_harvest_floor/02_Cascade_A#min__s60__seed7.wav
sig60_lush__seed123.wav,,,σ0.6/lush,lush,123,cKz! Cascade A#min 146 bpm lush @crushed_keyz,REFERENCE: 02_Cascade_A#min__s60__seed7.wav,/Users/mikemcgovern/stable-audio-3/sweep_rater/campaigns/init_harvest_floor/02_Cascade_A#min__s60__seed7.wav
